Master Filename,Level of Description,Title,Date,Scope and Contents,Creator,Associated Person (Machine Generated),Subject,Location,Format of Material,Language,Cybernetic Classification (Machine Generated),Classification Certainty (Machine Generated),Machine-extracted Feature (Machine Generated),Overall Sentiment (Machine Generated),Percent Positive Sentiment (Machine Generated),Percent Negative Sentiment (Machine Generated),Percent Neutral Sentiment (Machine Generated),Rights,Parent Collection,Repository,Collection Identifier
McCulloch_66_Fancy_Bred_1961.pdf,File,Where Is Fancy Bred?,1961,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","McCulloch, Warren S.",,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Publication,,,,,0,0,0,0,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M260
McCulloch_24_from_StroudJM_1949 May 10.pdf,File,"Stroud, John M.",1949,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Stroud, John M.||McCulloch, Warren S.",,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",,0,0,0,0,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M253
McCulloch_24_from_StroudJM_1947_Aug_10.pdf,File,"Stroud, John M.",1947,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Stroud, John M.||McCulloch, Warren S.",,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Math,"Psychology, 20.11%||Math, 35.44%||Machines, 24.54%||Personal, 19.91%",,0,0,0,0,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M252
McCulloch_24_Stroud_to_SmallAM_Proposal_Nature_Optics_1948_Dec_23.pdf,File,Proposal on the Nature of Neurologic Optics,1948,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Small, Arnold M.||Stroud, John M.",,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,,,,0,0,0,0,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M254
McCulloch_7_Elias_1951.pdf,File,"Elias, Peter",1951,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Elias, Peter||McCulloch, Warren S.",McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",McCulloch||Sun||Machine||Ear||Cat||Brain||Animal||Order||Engineering||Laboratory||Information||Heterarchy||Communication||Allo||Value||Theory||Time||Structure||Physiology||Nervous||Model||Memory||Mathematics||Man||Nature||Evolution||Description||Behavior||Art||Action,0.9956,12.7,4.1,83.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M226
McCulloch_7_Fair_1961.pdf,File,"Fair, Charles M.",1961,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Fair, Charles M.||McCulloch, Warren S.",Turing||Newton||Mead||McCulloch||Macy,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,,,Brain||Structure||Space||Scientific||Science||Representation||Reality||Control||Process||Physiology||Perception||Paradox||Organization||Organism||Turing||Mead||McCulloch||Macy||Biological||Society||American||Vision||Tool||Technology||Sun||Signal||Reflex||Program||Observation||Nervous||Model||Mind||Memory||Mechanism||Mathematics||Law||Knowledge||Nature||World||Methods||Human||Future||Flow||Experimental||Experiment||Evolution||Error||Environment||Ecology||Doubt||Design||Concept||Cognition||Chaos||effect||Cause||Behavior||Art||Anatomy||Action||Man||Identity||Learning||Hypothesis||Ear||Component||Code||Circuit||Cat||Animal||State||variety||Order||Open||Engineering||Laboratory||Visual||Information||Homeostasis||Heuristic||Feedback||Cybernetics||Complexity||Communication||Automaton||Automata||Auto||Artificial||Allo||Adaptation||Adaptive||Variety||Value||Understanding||Theoretical||Theory||Time||Thinking||Systems||System||Synthesis||Noise||network||Neural||Network||Nerve||Map||Machine||Hear||Hand||Game||Function||Frog||Eye||Earth,1,9,5.1,85.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M231
McCulloch_7_Fender_1953.pdf,File,"Fender, Derek H.",1953,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Fender, Derek H.||McCulloch, Warren S.",,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",,0,0,0,0,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M234
McCulloch_7_EncyclopaediaBritannica_1946-1958.pdf,File,The Encylopaedia Britannica,1946-1958,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","McCulloch, Warren S.",Walter||Turing||McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Personal,"Personal, 96.43%||Psychology, 3.32%||Math, 0.25%||Machines, 0.00%",Walter||Turing||Vision||Technology||Sun||Reflex||Program||Noise||Nerve||Biological||Hear||Hand||Function||Society||Eye||Earth||Ear||Cat||Brain||State||Information||Distinction||Auto||Allo||Value||Understanding||Theory||Time||Systems||System||Structure||Science||Representation||Control||Physiology||Physics||Organization||Observation||Nervous||Mind||Memory||Mathematics||Manuscript||Man||Learning||Knowledge||Institution||Nature||World||Methods||Hypothesis||Human||Future||Experiment||Evolution||Error||Domain||Description||Cognition||effect||Cause||Behavior||Art||Anatomy||Action||McCulloch||Aristotle||Computer||Disorder||Order||Laboratory,0.9995,8.2,3.5,88.3,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M227
McCulloch_7_Fahnestock_1949-1950.pdf,File,"Fahnestock, M.K.",1949-1950,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Fahnestock, M.K.||McCulloch, Warren S.",Walter||McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,,,Allo||Value||Theoretical||Theory||Time||Process||Neurology||Mind||Man||Future||Flow||Doubt||Design||Belief||Art||Action||Engineering||Laboratory||Information||Auto||Walter||McCulloch||Society||American||Technology||Sun||Program||Hear||Function||Eye||Ear||Brain||Order,0.9904,4.7,2.9,92.4,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M230
McCulloch_7_Felix_1953-1954.pdf,File,"Felix, R.H.",1953-1954,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Felix, R.H.||McCulloch, Warren S.",McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Academy of Neurology||American Institute of Aeronautics and Astronautics",,Correspondence,,Psychology,"Psychology, 37.34%||Math, 31.32%||Personal, 16.17%||Machines, 15.17%",McCulloch||Biological||Vision||Technology||Hear||Ear||Cat||Laboratory||Time||Man||Art,0.9921,12.9,3,84.1,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M233
McCulloch_7_Enders_1956-1957.pdf,File,"Enders, Richard O.",1956-1957,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Enders, Richard O.||McCulloch, Warren S.",McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,,,McCulloch||Computer||Biological||Vision||Technology||Sun||Program||Hear||Hand||Ear||Cat||State||Purpose||Order||Engineering||Laboratory||Information||Cybernetics||Auto||Allo||Time||Systems||System||Process||Organization||Nature||Future||Art||Action||Memory||Manuscript||Man,0.9983,9.3,2.7,88,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M228
McCulloch_7_Fields_1950-1962.pdf,File,"Fields, William S.",1950-1962,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Fields, William S.||McCulloch, Warren S.",,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",Nervous||effect||Cause||Art||Biological||Tool||Ear||Cat||Allo||Time||System||Science||Control,0.9937,9.2,1.6,89.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M236
McCulloch_7_Eccles_1947-1949.pdf,File,"Eccles, J.C.",1947-1948,"The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.||The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.","Eccles, J.C.||McCulloch, Warren S.",McCulloch||Lettvin||Pitts,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,,,Pitts||McCulloch||Lettvin||Sun||Reflex||Hear||Hand||Ear||Cat||State||Laboratory||Theory||Time||System||Physiology||Mechanism||Man||Experimental||Experiment||Design||Concept||Art||Action,0.9976,12.2,3,84.8,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M225
McCulloch_7_Ferry_1949.pdf,File,"Ferry, John D.",1949,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Ferry, John D.||McCulloch, Warren S.",McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Psychology,"Psychology, 37.34%||Math, 31.32%||Personal, 16.17%||Machines, 15.17%",McCulloch||Vision||Ear||Cat||Laboratory||Information||Allo||Time||Physics||Man||Culture||effect||Art,0.9559,8.3,3.5,88.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M235
McCulloch_7_Evans_1948-1959.pdf,File,"Evans, Joseph",1948-1959,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Evans, Joseph||McCulloch, Warren S.",McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Perception--Physiological aspects|| Outer space|| Neurology|| Electroencephalography|| Cybernetics|| Neural computers|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,Psychology,"Psychology, 37.34%||Math, 31.32%||Personal, 16.17%||Machines, 15.17%",McCulloch||Vision||Technology||Sun||Ear||Cat||Laboratory||Information||Electrolyte||Time||Neurology||Mind||Man||Learning||Methods||Future||Construction||effect||Art||Action,0.9985,11.5,2.8,85.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M229
McCulloch_7_Fegersten_1960.pdf,File,"Fegersten, Letten",1960,"The collection is particularly strong for documenting McCulloch's role in the American Society of Cybernetics, conferences he attended (including the Macy conferences), and his pioneering research in computation and biological computers, as well as basic research in neural structure and function, biological psychiatry, chemical warfare, space biology, and research he conducted for the U.S. Army.||The McCulloch Papers Collection is comprised of 50 linear feet of the professional correspondence of the cyberneticist, psychologist, and philosopher, Warren Sturgis McCulloch. The collection centers on McCulloch's study of the functional organization of the central nervous system and its implications for cybernetic theory.","Fegersten, Letten||McCulloch, Warren S.",McCulloch,"University of Illinois|| United States. Office of Naval Research|| United States. Army Medical Service Graduate School|| United States. Air Force. Office of Scientific Research|| Psychology|| Perception--Physiological aspects|| Outer space|| Neurology|| Neural computers|| National Aeronautics and Space Administration (NASA)|| Military research|| Massachusetts Institute of Technology|| Josiah Macy, Jr. Foundation|| Information theory|| Electroencephalography|| Cybernetics|| Computers|| Chemical warfare|| Biology--Research|| Automata theory|| Association for Research in Nervous and Mental Disease|| Association for Computing Machinery|| American Society for Cybernetics|| AmericanPhysiological Society|| American Neurological Association|| American Institute of Electrical Engineers||American Institute of Aeronautics and Astronautics||American Academy of Neurology",,Correspondence,,,,McCulloch||Hand||Cat||State||Order||Open||Visual||Allo||System||Experiment||Art,0.7783,9.4,4.7,85.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,Warren S. McCulloch Papers,,Mss.B.M232
